2008,8,22,HAR,Sell,100
2009,12,28,HAR,Buy,100
2009,12,31,HAR,Sell,100
2009,8,25,HCBK,Buy,100
2009,9,1,HCBK,Sell,100
2009,3,24,HRB,Buy,100
2009,3,31,HRB,Sell,100
2008,2,27,HSP,Buy,100
2008,3,5,HSP,Sell,100
2009,1,6,ICE,Buy,100
2009,1,13,ICE,Sell,100
2008,5,1,IFF,Buy,100
2008,5,8,IFF,Sell,100
2009,5,1,IFF,Buy,100
2009,5,8,IFF,Sell,100
2009,8,21,INTU,Buy,100
2009,8,28,INTU,Sell,100
2008,5,2,IP,Buy,100
2008,5,9,IP,Sell,100
2008,4,18,ISRG,Buy,100
2008,4,25,ISRG,Sell,100
2008,5,1,JDSU,Buy,100
2008,5,8,JDSU,Sell,100
2009,4,30,JEC,Buy,100
2009,5,7,JEC,Sell,100
2009,11,17,JEC,Buy,100
2009,11,24,JEC,Sell,100
2009,8,3,K,Buy,100
2009,8,10,K,Sell,100
2009,8,7,K,Buy,100
2009,8,14,K,Sell,100
2009,7,21,KEY,Buy,100
2009,7,28,KEY,Sell,100
2008,4,28,KFT,Buy,100
2008,5,5,KFT,Sell,100
2008,4,25,KO,Buy,100
2008,5,2,KO,Sell,100
2009,8,13,KO,Buy,100
2009,8,20,KO,Sell,100
2009,9,15,KR,Buy,100
2009,9,22,KR,Sell,100
2009,9,21,KR,Buy,100
2009,9,28,KR,Sell,100
2009,11,18,KR,Buy,100
2009,11,25,KR,Sell,100
2009,5,1,KSS,Buy,100
2009,5,8,KSS,Sell,100
2009,9,16,LH,Buy,100
2009,9,23,LH,Sell,100
2008,4,21,LLY,Buy,100
2008,4,28,LLY,Sell,100
2009,7,21,LMT,Buy,100
2009,7,28,LMT,Sell,100
2009,7,24,LMT,Buy,100
2009,7,31,LMT,Sell,100
2008,12,16,LO,Buy,100
2008,12,23,LO,Sell,100
2009,4,30,MCD,Buy,100
2009,5,7,MCD,Sell,100
2009,7,23,MCD,Buy,100
2009,7,30,MCD,Sell,100
2009,7,30,MCO,Buy,100
2009,8,6,MCO,Sell,100
2009,9,21,MCO,Buy,100
2009,9,28,MCO,Sell,100
2008,4,28,MMM,Buy,100
2008,5,5,MMM,Sell,100
2009,5,29,MNST,Buy,100
2009,6,5,MNST,Sell,100
2009,6,5,MNST,Buy,100
2009,6,12,MNST,Sell,100
2008,8,6,MOLX,Buy,100
2008,8,13,MOLX,Sell,100
2009,9,10,MON,Buy,100
2009,9,17,MON,Sell,100
2008,8,11,MOS,Buy,100
2008,8,18,MOS,Sell,100
2009,8,28,MOS,Buy,100
2009,9,4,MOS,Sell,100
2009,10,16,MSI,Buy,100
2009,10,23,MSI,Sell,100
2009,4,30,MYL,Buy,100
2009,5,7,MYL,Sell,100
2009,9,11,NEE,Buy,100
2009,9,18,NEE,Sell,100
2008,8,5,NEM,Buy,100
2008,8,12,NEM,Sell,100
2008,8,11,NEM,Buy,100
2008,8,18,NEM,Sell,100
2009,4,16,NEM,Buy,100
2009,4,23,NEM,Sell,100
2009,12,21,NEM,Buy,100
2009,12,29,NEM,Sell,100
2009,5,7,NFLX,Buy,100
2009,5,14,NFLX,Sell,100
2009,8,28,NTRS,Buy,100
2009,9,4,NTRS,Sell,100
2009,5,8,NVDA,Buy,100
2009,5,15,NVDA,Sell,100
2008,4,28,NWL,Buy,100
2008,5,5,NWL,Sell,100
2008,5,1,OI,Buy,100
2008,5,8,OI,Sell,100
2008,8,8,OKE,Buy,100
2008,8,15,OKE,Sell,100
2008,8,15,OKE,Buy,100
2008,8,22,OKE,Sell,100
2009,5,7,ORCL,Buy,100
2009,5,14,ORCL,Sell,100
2009,5,8,ORLY,Buy,100
2009,5,15,ORLY,Sell,100
2009,9,11,ORLY,Buy,100
2009,9,18,ORLY,Sell,100
2009,4,17,PBCT,Buy,100
2009,4,24,PBCT,Sell,100
2009,5,7,PBI,Buy,100
2009,5,14,PBI,Sell,100
2009,6,3,PCS,Buy,100
2009,6,10,PCS,Sell,100
2009,7,30,PCS,Buy,100
2009,8,6,PCS,Sell,100
2008,4,21,PEP,Buy,100
2008,4,28,PEP,Sell,100
2009,12,21,PG,Buy,100
2009,12,29,PG,Sell,100
2009,8,28,PM,Buy,100
2009,9,4,PM,Sell,100
2009,7,24,PNC,Buy,100
2009,7,31,PNC,Sell,100
2009,8,4,PPL,Buy,100
2009,8,11,PPL,Sell,100
2008,5,6,PRGO,Buy,100
2008,5,13,PRGO,Sell,100
2009,1,6,PRGO,Buy,100
2009,1,13,PRGO,Sell,100
2009,8,7,PRGO,Buy,100
2009,8,14,PRGO,Sell,100
2009,1,6,RAI,Buy,100
2009,1,13,RAI,Sell,100
2008,5,1,RDC,Buy,100
2008,5,8,RDC,Sell,100
2008,5,19,RF,Buy,100
2008,5,27,RF,Sell,100
2009,7,21,RF,Buy,100
2009,7,28,RF,Sell,100
2009,5,7,ROST,Buy,100
2009,5,14,ROST,Sell,100
2008,8,6,S,Buy,100
2008,8,13,S,Sell,100
2008,5,2,SEE,Buy,100
2008,5,9,SEE,Sell,100
2008,4,21,SHLD,Buy,100
2008,4,28,SHLD,Sell,100
2009,9,10,SHW,Buy,100
2009,9,17,SHW,Sell,100
2008,5,2,SIAL,Buy,100
2008,5,9,SIAL,Sell,100
2009,12,21,SIAL,Buy,100
2009,12,29,SIAL,Sell,100
2009,4,29,SRCL,Buy,100
2009,5,6,SRCL,Sell,100
2008,5,2,STJ,Buy,100
2008,5,9,STJ,Sell,100
2009,4,30,STJ,Buy,100
2009,5,7,STJ,Sell,100
2009,7,22,STJ,Buy,100
2009,7,29,STJ,Sell,100
2008,4,28,SUN,Buy,100
2008,5,5,SUN,Sell,100
2009,7,23,SWY,Buy,100
2009,7,30,SWY,Sell,100
2009,5,7,SYMC,Buy,100
2009,5,14,SYMC,Sell,100
2008,8,5,TAP,Buy,100
2008,8,12,TAP,Sell,100
2009,12,14,TAP,Buy,100
2009,12,21,TAP,Sell,100
2008,4,1,TDC,Buy,100
2008,4,8,TDC,Sell,100
2009,4,13,TDC,Buy,100
2009,4,20,TDC,Sell,100
2008,11,4,THC,Buy,100
2008,11,11,THC,Sell,100
2009,5,7,TRV,Buy,100
2009,5,14,TRV,Sell,100
2009,7,20,TSN,Buy,100
2009,7,27,TSN,Sell,100
2009,6,3,TSO,Buy,100
2009,6,10,TSO,Sell,100
2009,4,29,TSS,Buy,100
2009,5,6,TSS,Sell,100
2009,12,23,TWC,Buy,100
2009,12,31,TWC,Sell,100
2009,9,17,TXN,Buy,100
2009,9,24,TXN,Sell,100
2008,5,16,URBN,Buy,100
2008,5,23,URBN,Sell,100
2009,4,29,VFC,Buy,100
2009,5,6,VFC,Sell,100
2009,6,3,VLO,Buy,100
2009,6,10,VLO,Sell,100
2008,5,6,VMC,Buy,100
2008,5,13,VMC,Sell,100
2009,5,7,VZ,Buy,100
2009,5,14,VZ,Sell,100
2009,9,17,VZ,Buy,100
2009,9,24,VZ,Sell,100
2009,5,8,WEC,Buy,100
2009,5,15,WEC,Sell,100
2008,8,6,WFM,Buy,100
2008,8,13,WFM,Sell,100
2009,9,14,WMT,Buy,100
2009,9,21,WMT,Sell,100
2008,5,2,WPO,Buy,100
2008,5,9,WPO,Sell,100
2009,5,4,WPO,Buy,100
2009,5,11,WPO,Sell,100
2009,5,7,XLNX,Buy,100
2009,5,14,XLNX,Sell,100
2009,12,14,XOM,Buy,100
2009,12,21,XOM,Sell,100
