2009,4,8,100263
2009,4,9,100298
2009,4,13,100404
2009,4,14,100401
2009,4,15,100426
2009,4,16,100455
2009,4,17,100354
2009,4,20,100359
2009,4,21,100423
2009,4,22,100321
2009,4,23,100372
2009,4,24,100347
2009,4,27,100347
2009,4,28,100347
2009,4,29,100347
2009,4,30,100464
2009,5,1,100434
2009,5,4,101655
2009,5,5,101029
2009,5,6,101642
2009,5,7,102214
2009,5,8,103636
2009,5,11,104398
2009,5,12,103939
2009,5,13,102803
2009,5,14,103364
2009,5,15,103500
2009,5,18,103500
2009,5,19,103500
2009,5,20,103500
2009,5,21,103500
2009,5,22,103500
2009,5,26,103500
2009,5,27,103500
2009,5,28,103500
2009,5,29,103500
2009,6,1,103769
2009,6,2,103781
2009,6,3,103524
2009,6,4,103902
2009,6,5,103844
2009,6,8,103907
2009,6,9,104037
2009,6,10,103865
2009,6,11,103950
2009,6,12,103837
2009,6,15,103837
2009,6,16,103837
2009,6,17,103837
2009,6,18,103837
2009,6,19,103837
2009,6,22,103837
2009,6,23,103837
2009,6,24,103837
2009,6,25,103837
2009,6,26,103837
2009,6,29,103837
2009,6,30,103837
2009,7,1,103837
2009,7,2,103837
2009,7,6,103837
2009,7,7,103837
2009,7,8,103837
2009,7,9,103837
2009,7,10,103837
2009,7,13,103837
2009,7,14,103837
2009,7,15,103837
2009,7,16,103837
2009,7,17,103837
2009,7,20,103837
2009,7,21,103833
2009,7,22,103977
2009,7,23,104065
2009,7,24,104061
2009,7,27,104274
2009,7,28,104693
2009,7,29,104962
2009,7,30,104856
2009,7,31,104954
2009,8,3,105049
2009,8,4,104958
2009,8,5,104708
2009,8,6,104554
2009,8,7,104911
2009,8,10,104644
2009,8,11,104552
2009,8,12,104498
2009,8,13,104473
2009,8,14,104472
2009,8,17,104456
2009,8,18,104450
2009,8,19,104531
2009,8,20,104521
2009,8,21,104521
2009,8,24,104510
2009,8,25,104492
2009,8,26,104501
2009,8,27,104492
2009,8,28,104477
2009,8,31,104294
2009,9,1,104044
2009,9,2,104288
2009,9,3,104527
2009,9,4,104790
2009,9,8,104790
2009,9,9,104790
2009,9,10,104790
2009,9,11,104738
2009,9,14,104963
2009,9,15,105087
2009,9,16,105323
2009,9,17,105112
2009,9,18,105250
2009,9,21,105434
2009,9,22,106056
2009,9,23,105885
2009,9,24,105674
2009,9,25,105776
2009,9,28,105947
2009,9,29,106017
2009,9,30,106017
2009,10,1,106017
2009,10,2,106017
2009,10,5,106017
2009,10,6,106017
2009,10,7,106017
2009,10,8,106017
2009,10,9,106017
2009,10,12,106017
2009,10,13,106017
2009,10,14,106017
2009,10,15,106017
2009,10,16,106079
2009,10,19,106410
2009,10,20,106231
2009,10,21,106032
2009,10,22,106370
2009,10,23,106079
2009,10,26,105857
2009,10,27,105857
2009,10,28,105857
2009,10,29,105857
2009,10,30,105857
2009,11,2,105857
2009,11,3,105857
2009,11,4,105857
2009,11,5,105857
2009,11,6,105857
2009,11,9,105857
2009,11,10,105857
2009,11,11,105857
2009,11,12,105857
2009,11,13,105857
2009,11,16,105857
2009,11,17,105857
2009,11,18,105773
2009,11,19,105618
2009,11,20,105601
2009,11,23,105646
2009,11,24,105567
2009,11,25,105579
2009,11,27,105579
2009,11,30,105579
2009,12,1,105579
2009,12,2,105579
2009,12,3,105579
2009,12,4,105579
2009,12,7,105579
2009,12,8,105579
2009,12,9,105579
2009,12,10,105579
2009,12,11,105579
2009,12,14,105579
2009,12,15,105327
2009,12,16,105126
2009,12,17,104798
2009,12,18,105022
2009,12,21,105101
2009,12,22,105219
2009,12,23,105425
2009,12,24,105527
2009,12,28,105510
2009,12,29,105730
2009,12,30,105644
2009,12,31,105575
